,Tiker,Date,Score
2742,msft,2018-07-24 17:23:41,0
2743,msft,2018-07-24 17:22:18,0
2744,msft,2018-07-24 17:22:05,0.35
2745,msft,2018-07-24 17:21:30,0
2746,msft,2018-07-24 17:18:43,0.4375
2747,msft,2018-07-24 17:18:29,0
2748,msft,2018-07-24 17:17:50,0
2749,msft,2018-07-24 17:17:00,0
2750,msft,2018-07-24 17:17:00,0
2751,msft,2018-07-24 17:16:38,0.125
2752,msft,2018-07-24 17:16:33,0
2753,msft,2018-07-24 17:16:27,0.0909090909
2754,msft,2018-07-24 17:16:26,-0.6375
2755,msft,2018-07-24 17:16:02,-0.1
2756,msft,2018-07-24 17:16:00,0
2757,msft,2018-07-24 17:15:33,0.2
2758,msft,2018-07-24 17:15:33,-0.5
2759,msft,2018-07-24 17:15:33,0.375
2760,msft,2018-07-24 17:14:49,0
2761,msft,2018-07-24 17:14:11,0.2
2762,msft,2018-07-24 17:14:01,0.375
2763,msft,2018-07-24 17:13:47,-0.2
2764,msft,2018-07-24 17:13:18,0.125
2765,msft,2018-07-24 17:12:01,-0.1555555556
2766,msft,2018-07-24 17:11:47,0.5
2767,msft,2018-07-24 17:11:45,0.5
2768,msft,2018-07-24 17:10:19,0
2769,msft,2018-07-24 17:08:32,-0.2
2770,msft,2018-07-24 17:08:00,0.2
2771,msft,2018-07-24 17:07:45,0.3777777778
2772,msft,2018-07-24 17:07:43,1
2773,msft,2018-07-24 17:07:04,0.5
2774,msft,2018-07-24 17:07:04,0
2775,msft,2018-07-24 17:07:00,0.5
2776,msft,2018-07-24 17:06:39,0.5454545455
2777,msft,2018-07-24 17:06:06,0.5
2778,msft,2018-07-24 17:05:41,0
2779,msft,2018-07-24 17:05:01,0
2780,msft,2018-07-24 17:04:49,0
2781,msft,2018-07-24 17:03:12,0.5
2782,msft,2018-07-24 17:02:51,0
2783,msft,2018-07-24 17:02:24,0
2784,msft,2018-07-24 17:02:03,0.5
2785,msft,2018-07-24 17:01:59,0.5
2786,msft,2018-07-24 17:01:54,0.2
2787,msft,2018-07-24 17:01:43,0.3181818182
2788,msft,2018-07-24 17:00:58,0.1
2789,msft,2018-07-24 17:00:06,-0.4
2790,msft,2018-07-24 17:00:01, tricks for #Microsoft365 and Azure. Start buil… 
2791,msft,2018-07-24 17:00:01,0.375
2792,msft,2018-07-24 16:59:44,0
2793,msft,2018-07-24 16:58:30,0
2794,msft,2018-07-24 16:57:01,0
2795,msft,2018-07-24 16:56:39,0.46875
2796,msft,2018-07-24 16:55:51,0.2
2797,msft,2018-07-24 16:55:27, give your crash reporting a serious boost -… 
2798,msft,2018-07-24 16:54:48,0.4
2799,msft,2018-07-24 16:53:29,0
2800,msft,2018-07-24 16:53:29,0
2801,msft,2018-07-24 16:52:48,0
2802,msft,2018-07-24 16:52:00,0.3666666667
2803,msft,2018-07-24 16:52:00,0
2804,msft,2018-07-24 16:51:27,0.5
2805,msft,2018-07-24 16:50:52,0.0444444444
2806,msft,2018-07-24 16:50:37,0.1
2807,msft,2018-07-24 16:49:40, the MSFT Bing Map team generated &amp
2808,msft,2018-07-24 16:49:35,-0.15
2809,msft,2018-07-24 16:49:28,0
2810,msft,2018-07-24 16:48:32,0
2811,msft,2018-07-24 16:48:01,0
2812,msft,2018-07-24 16:48:00,0
2813,msft,2018-07-24 16:46:40,0
2814,msft,2018-07-24 16:45:52,0
2815,msft,2018-07-24 16:44:30,0
2816,msft,2018-07-24 16:44:30,0.2333333333
2817,msft,2018-07-24 16:44:00,0.5056818182
2818,msft,2018-07-24 16:43:48,0.25
2819,msft,2018-07-24 16:42:53,0
2820,msft,2018-07-24 16:42:51,0
2821,msft,2018-07-24 16:42:31,0.5
2822,msft,2018-07-24 16:42:00,0
2823,msft,2018-07-24 16:40:42,0
2824,msft,2018-07-24 16:40:12,0
2825,msft,2018-07-24 16:39:56,0
2826,msft,2018-07-24 16:39:29,-0.1
2827,msft,2018-07-24 16:38:23,0
2828,msft,2018-07-24 16:37:53,0.375
2829,msft,2018-07-24 16:37:51,0
2830,msft,2018-07-24 16:37:32,0
2831,msft,2018-07-24 16:37:32,0
2832,msft,2018-07-24 16:37:31,0
2833,msft,2018-07-24 16:36:31,0
2834,msft,2018-07-24 16:36:00,0
2835,msft,2018-07-24 16:35:43,0
2836,msft,2018-07-24 16:34:30,0
2837,msft,2018-07-24 16:34:26,0
2838,msft,2018-07-24 16:33:57,0
2839,msft,2018-07-24 16:32:00,0
2840,msft,2018-07-24 16:31:27,0
2841,msft,2018-07-24 16:31:25,0
2842,msft,2018-07-24 16:30:58,0
2843,msft,2018-07-24 16:30:57,0.1515151515
2844,msft,2018-07-24 16:30:33,0.4
2845,msft,2018-07-24 16:30:31,0.25
2846,msft,2018-07-24 16:30:01,0
2847,msft,2018-07-24 16:30:01,0.101010101
2848,msft,2018-07-24 16:29:55,0.5333333333
2849,msft,2018-07-24 16:29:20,0
2850,msft,2018-07-24 16:29:18,0.1
2851,msft,2018-07-24 16:28:43,0
2852,msft,2018-07-24 16:28:32,0.125
2853,msft,2018-07-24 16:27:36,0.0333333333
2854,msft,2018-07-24 16:27:31,0
2855,msft,2018-07-24 16:27:00,0
2856,msft,2018-07-24 16:27:00,0
2857,msft,2018-07-24 16:26:38,0.2222222222
2858,msft,2018-07-24 16:24:37,0
2859,msft,2018-07-24 16:24:02,0
2860,msft,2018-07-24 16:23:00,-0.1
2861,msft,2018-07-24 16:21:37,0
2862,msft,2018-07-24 16:20:00,0
2863,msft,2018-07-24 16:20:00,0.5875
2864,msft,2018-07-24 16:19:23,0
2865,msft,2018-07-24 16:19:12,0
2866,msft,2018-07-24 16:17:27,0.5
2867,msft,2018-07-24 16:16:16,0
2868,msft,2018-07-24 16:16:11,0
2869,msft,2018-07-24 16:15:56,0
2870,msft,2018-07-24 16:15:50,0.05
2871,msft,2018-07-24 16:15:08,0.3181818182
2872,msft,2018-07-24 16:14:24,-0.1666666667
2873,msft,2018-07-24 16:13:30,0.5
2874,msft,2018-07-24 16:13:30,0.5
2875,msft,2018-07-24 16:12:27,1
2876,msft,2018-07-24 16:12:00,0
2877,msft,2018-07-24 16:11:00,0.2
2878,msft,2018-07-24 16:10:28,0
2879,msft,2018-07-24 16:10:21,0.125
2880,msft,2018-07-24 16:10:20,-0.1555555556
2881,msft,2018-07-24 16:09:40,0
2882,msft,2018-07-24 16:09:00,0
2883,msft,2018-07-24 16:08:56, “Safe &amp
2884,msft,2018-07-24 16:08:00,0.5
2885,msft,2018-07-24 16:07:36,0
2886,msft,2018-07-24 16:06:47,0.75
2887,msft,2018-07-24 16:06:32,0.1375
2888,msft,2018-07-24 16:05:40,0.278125
2889,msft,2018-07-24 16:04:51,0
2890,msft,2018-07-24 16:04:08,0
2891,msft,2018-07-24 16:03:26,0.2236111111
2892,msft,2018-07-24 16:03:06,0
2893,msft,2018-07-24 16:03:00,0
2894,msft,2018-07-24 16:02:37,0
2895,msft,2018-07-24 16:02:03,0
2896,msft,2018-07-24 16:01:37,0.1375
2897,msft,2018-07-24 16:01:37,0
2898,msft,2018-07-24 16:01:06,0.45
2899,msft,2018-07-24 16:00:43,0
2900,msft,2018-07-24 16:00:39,0.2
2901,msft,2018-07-24 16:00:19,0.7
2902,msft,2018-07-24 16:00:01,-0.3
2903,msft,2018-07-24 16:00:01, your family online. Check out tips from… 
2904,msft,2018-07-24 16:00:00,0
2905,msft,2018-07-24 16:00:00,0
2906,msft,2018-07-24 15:59:30,0
2907,msft,2018-07-24 15:57:30,0.4375
2908,msft,2018-07-24 15:55:29,-0.0212121212
2909,msft,2018-07-24 15:55:28,0
2910,msft,2018-07-24 15:55:22,0
2911,msft,2018-07-24 15:54:49,0
2912,msft,2018-07-24 15:53:49,0
2913,msft,2018-07-24 15:52:44,0.5
2914,msft,2018-07-24 15:51:32,0
2915,msft,2018-07-24 15:51:18,-0.4
2916,msft,2018-07-24 15:50:42,-0.6
2917,msft,2018-07-24 15:50:29,0
2918,msft,2018-07-24 15:50:16,0
2919,msft,2018-07-24 15:49:51,0.3777777778
2920,msft,2018-07-24 15:49:18,0
2921,msft,2018-07-24 15:48:26,0.7
2922,msft,2018-07-24 15:48:19,0
2923,msft,2018-07-24 15:47:43,-0.1
2924,msft,2018-07-24 15:45:54,0.7
2925,msft,2018-07-24 15:45:17,-0.4277777778
2926,msft,2018-07-24 15:45:08,0
2927,msft,2018-07-24 15:45:01,0.3777777778
2928,msft,2018-07-24 15:45:00,0
2929,msft,2018-07-24 15:44:01, the guys at #dotNETRocks talk Software Extensibility using Serverless Tech + Glenn's work w/ Auth0 &amp
2930,msft,2018-07-24 15:43:00,0
2931,msft,2018-07-24 15:43:00,0
2932,msft,2018-07-24 15:41:29,0.075
2933,msft,2018-07-24 15:39:23,0.2
2934,msft,2018-07-24 15:39:23,0
2935,msft,2018-07-24 15:37:00,0
2936,msft,2018-07-24 15:36:50,0
2937,msft,2018-07-24 15:35:55,0
2938,msft,2018-07-24 15:35:24,0
2939,msft,2018-07-24 15:35:21,0.5
2940,msft,2018-07-24 15:35:00,0
2941,msft,2018-07-24 15:33:25,0
2942,msft,2018-07-24 15:33:23,0
2943,msft,2018-07-24 15:33:03,0.1363636364
2944,msft,2018-07-24 15:32:25,0
2945,msft,2018-07-24 15:31:32,0
2946,msft,2018-07-24 15:31:00,0.7
2947,msft,2018-07-24 15:29:00,-0.2
2948,msft,2018-07-24 15:29:00,0
2949,msft,2018-07-24 15:28:25,0
2950,msft,2018-07-24 15:26:29,0.25
2951,msft,2018-07-24 15:26:28,0
2952,msft,2018-07-24 15:25:28,0.5
2953,msft,2018-07-24 15:23:19,0.5
2954,msft,2018-07-24 15:22:45,0
2955,msft,2018-07-24 15:20:30,0
2956,msft,2018-07-24 15:17:37,0
2957,msft,2018-07-24 15:17:26,0
2958,msft,2018-07-24 15:17:00,0.1181818182
2959,msft,2018-07-24 15:16:45,0
2960,msft,2018-07-24 15:16:30,-0.3
2961,msft,2018-07-24 15:13:47,0.4
2962,msft,2018-07-24 15:13:31,0.1
2963,msft,2018-07-24 15:12:54,0
2964,msft,2018-07-24 15:12:19,0
2965,msft,2018-07-24 15:11:45,0.5
2966,msft,2018-07-24 15:11:24,0
2967,msft,2018-07-24 15:11:23,-0.125
2968,msft,2018-07-24 15:11:12,0
2969,msft,2018-07-24 15:10:27,0
2970,msft,2018-07-24 15:09:11,0.25
2971,msft,2018-07-24 15:08:38,0
2972,msft,2018-07-24 15:08:27,0.0371212121
2973,msft,2018-07-24 15:07:30,0
2974,msft,2018-07-24 15:07:06,0.6666666667
2975,msft,2018-07-24 15:06:59,0
2976,msft,2018-07-24 15:06:26,0
2977,msft,2018-07-24 15:06:23,0
2978,msft,2018-07-24 15:05:07,0.5
2979,msft,2018-07-24 15:05:00,0
2980,msft,2018-07-24 15:04:00,0
2981,msft,2018-07-24 15:03:55,-0.2
2982,msft,2018-07-24 15:03:31,0
2983,msft,2018-07-24 15:03:07,0
2984,msft,2018-07-24 15:02:44,0
2985,msft,2018-07-24 15:01:49,0
2986,msft,2018-07-24 15:01:30,0
2987,msft,2018-07-24 15:01:15,0
2988,msft,2018-07-24 15:01:13,0
2989,msft,2018-07-24 15:01:12,0.45
2990,msft,2018-07-24 15:00:04,0
2991,msft,2018-07-24 15:00:03,0
2992,msft,2018-07-24 15:00:00,0
2993,msft,2018-07-24 15:00:00,0
2994,msft,2018-07-24 15:00:00, Azure Firewall to enfo… 
2995,msft,2018-07-24 14:59:55,0.2
2996,msft,2018-07-24 14:59:34,0
2997,msft,2018-07-24 14:59:00,0
2998,msft,2018-07-24 14:58:37,0.35
2999,msft,2018-07-24 14:57:51,0.35
3000,msft,2018-07-24 14:57:33,0
3001,msft,2018-07-24 14:57:28,0.8
3002,msft,2018-07-24 14:55:52,-0.5
3003,msft,2018-07-24 14:55:01,0
3004,msft,2018-07-24 14:54:47,0
3005,msft,2018-07-24 14:54:47,0
3006,msft,2018-07-24 14:54:07,0
3007,msft,2018-07-24 14:54:07,0
3008,msft,2018-07-24 14:53:58,0
3009,msft,2018-07-24 14:53:58,0
3010,msft,2018-07-24 14:53:26,0
3011,msft,2018-07-24 14:52:44,0.3444444444
3012,msft,2018-07-24 14:52:27,0
3013,msft,2018-07-24 14:52:21,0.25
3014,msft,2018-07-24 14:51:59,-0.05
3015,msft,2018-07-24 14:51:37,0
3016,msft,2018-07-24 14:51:33,0
3017,msft,2018-07-24 14:50:34,0
3018,msft,2018-07-24 14:50:11,0.1785714286
3019,msft,2018-07-24 14:49:53,0
3020,msft,2018-07-24 14:49:25,0.15
3021,msft,2018-07-24 14:49:25,0
3022,msft,2018-07-24 14:48:00,0
3023,msft,2018-07-24 14:47:00,0.2
3024,msft,2018-07-24 14:46:11,0.15
3025,msft,2018-07-24 14:46:00,0
3026,msft,2018-07-24 14:45:50,0
3027,msft,2018-07-24 14:45:26,0.25
3028,msft,2018-07-24 14:45:21,0.1722222222
3029,msft,2018-07-24 14:45:15,0
3030,msft,2018-07-24 14:44:10,0
3031,msft,2018-07-24 14:44:08,-0.1
3032,msft,2018-07-24 14:44:00,0
3033,msft,2018-07-24 14:40:00,-0.05
3034,msft,2018-07-24 14:38:16,0.1704545455
3035,msft,2018-07-24 14:36:32,-0.0375
3036,msft,2018-07-24 14:36:06,0
3037,msft,2018-07-24 14:33:39,0
3038,msft,2018-07-24 14:32:30,0
3039,msft,2018-07-24 14:32:02,0.2
3040,msft,2018-07-24 14:29:27,-0.2
3041,msft,2018-07-24 14:28:36,-0.0777777778
3042,msft,2018-07-24 14:27:24,0.5
3043,msft,2018-07-24 14:26:53,0.25
3044,msft,2018-07-24 14:25:27,0.25
3045,msft,2018-07-24 14:24:56,0
3046,msft,2018-07-24 14:24:26,0
3047,msft,2018-07-24 14:24:00,0
3048,msft,2018-07-24 14:23:43,0.2428571429
3049,msft,2018-07-24 14:23:00,0
3050,msft,2018-07-24 14:22:41,-0.05
3051,msft,2018-07-24 14:22:31,0
3052,msft,2018-07-24 14:22:30,0.5
3053,msft,2018-07-24 14:21:19,0.1763888889
3054,msft,2018-07-24 14:21:02,0.2939393939
3055,msft,2018-07-24 14:21:01,0.75
3056,msft,2018-07-24 14:20:31,-0.1666666667
3057,msft,2018-07-24 14:20:17,0
3058,msft,2018-07-24 14:20:00,0.05
3059,msft,2018-07-24 14:19:32,0
3060,msft,2018-07-24 14:19:11,0.4166666667
3061,msft,2018-07-24 14:18:38,0.4166666667
3062,msft,2018-07-24 14:18:28,0.5125
3063,msft,2018-07-24 14:18:27,0
3064,msft,2018-07-24 14:18:25,0.2
3065,msft,2018-07-24 14:17:36,0
3066,msft,2018-07-24 14:17:03,0.1363636364
3067,msft,2018-07-24 14:16:52,0
3068,msft,2018-07-24 14:15:13,0
3069,msft,2018-07-24 14:15:12,0.0852272727
3070,msft,2018-07-24 14:15:00,0.175
3071,msft,2018-07-24 14:14:24,0
3072,msft,2018-07-24 14:14:24,0
3073,msft,2018-07-24 14:14:23,0
3074,msft,2018-07-24 14:13:27,0
3075,msft,2018-07-24 14:12:38,0.1
3076,msft,2018-07-24 14:12:28,0
3077,msft,2018-07-24 14:11:38,0
3078,msft,2018-07-24 14:11:38,0.25
3079,msft,2018-07-24 14:11:30,0
3080,msft,2018-07-24 14:10:39,0
3081,msft,2018-07-24 14:10:09,0
3082,msft,2018-07-24 14:10:01,0.4866666667
3083,msft,2018-07-24 14:10:00,0
3084,msft,2018-07-24 14:10:00,0
3085,msft,2018-07-24 14:09:54,0
3086,msft,2018-07-24 14:09:30,0.3666666667
3087,msft,2018-07-24 14:08:35,0
3088,msft,2018-07-24 14:08:23,0
3089,msft,2018-07-24 14:07:01,0.5
3090,msft,2018-07-24 14:06:10,0
3091,msft,2018-07-24 14:04:40,0.25
3092,msft,2018-07-24 14:04:33,0
3093,msft,2018-07-24 14:03:31,0.3
3094,msft,2018-07-24 14:03:12,0
3095,msft,2018-07-24 14:03:12,0
3096,msft,2018-07-24 14:02:11,0
3097,msft,2018-07-24 14:01:54,0
3098,msft,2018-07-24 14:00:45,0.35
3099,msft,2018-07-24 14:00:07,0
3100,msft,2018-07-24 14:00:02,0.6
3101,msft,2018-07-24 14:00:00,0
3102,msft,2018-07-24 14:00:00,0.5
3103,msft,2018-07-24 13:59:26,-0.125
3104,msft,2018-07-24 13:58:26,0
3105,msft,2018-07-24 13:57:42,0.35
3106,msft,2018-07-24 13:57:32,-0.3
3107,msft,2018-07-24 13:55:56,0
3108,msft,2018-07-24 13:55:26,0.025
3109,msft,2018-07-24 13:54:53,-0.2083333333
3110,msft,2018-07-24 13:54:46,0
3111,msft,2018-07-24 13:53:57,0
3112,msft,2018-07-24 13:53:54,0
3113,msft,2018-07-24 13:53:47,0
3114,msft,2018-07-24 13:51:42,0.1363636364
3115,msft,2018-07-24 13:50:34,0
3116,msft,2018-07-24 13:50:24,0
3117,msft,2018-07-24 13:49:28,0.5
3118,msft,2018-07-24 13:49:09,0
3119,msft,2018-07-24 13:48:54,0.5
3120,msft,2018-07-24 13:47:35,0.25
3121,msft,2018-07-24 13:47:00,0.25
3122,msft,2018-07-24 13:46:00,0
3123,msft,2018-07-24 13:45:37,-0.25
3124,msft,2018-07-24 13:45:02,0
3125,msft,2018-07-24 13:44:58,0
3126,msft,2018-07-24 13:44:54,0
3127,msft,2018-07-24 13:44:32,-0.25
3128,msft,2018-07-24 13:42:20,0
3129,msft,2018-07-24 13:42:00,0
3130,msft,2018-07-24 13:41:28,0
3131,msft,2018-07-24 13:41:28,0
3132,msft,2018-07-24 13:39:27,0.6
3133,msft,2018-07-24 13:38:48,0
3134,msft,2018-07-24 13:38:45,0
3135,msft,2018-07-24 13:37:56,0.5
3136,msft,2018-07-24 13:37:36,0.05
3137,msft,2018-07-24 13:36:00,0
3138,msft,2018-07-24 13:35:00,0
3139,msft,2018-07-24 13:34:27,0
3140,msft,2018-07-24 13:33:43,0
3141,msft,2018-07-24 13:32:42,0
3142,msft,2018-07-24 13:32:27,-0.0619047619
3143,msft,2018-07-24 13:31:28,0
3144,msft,2018-07-24 13:31:01,0
3145,msft,2018-07-24 13:30:35,0.25
3146,msft,2018-07-24 13:30:32,-0.0619047619
3147,msft,2018-07-24 13:30:29,-0.0619047619
3148,msft,2018-07-24 13:30:24,0.5
3149,msft,2018-07-24 13:30:24,0
3150,msft,2018-07-24 13:30:21,0.05
3151,msft,2018-07-24 13:30:21,0.16
3152,msft,2018-07-24 13:30:18,0.16
3153,msft,2018-07-24 13:30:11,0
3154,msft,2018-07-24 13:30:09,-0.0619047619
3155,msft,2018-07-24 13:30:02,0
3156,msft,2018-07-24 13:29:42,0
3157,msft,2018-07-24 13:29:29,0
3158,msft,2018-07-24 13:28:41,-0.0619047619
3159,msft,2018-07-24 13:28:28,-0.0619047619
3160,msft,2018-07-24 13:26:58,0.0681818182
3161,msft,2018-07-24 13:26:46,-0.0619047619
3162,msft,2018-07-24 13:26:45,0.1363636364
3163,msft,2018-07-24 13:26:43,-0.0619047619
3164,msft,2018-07-24 13:26:30,0.1363636364
3165,msft,2018-07-24 13:25:00,0
3166,msft,2018-07-24 13:23:00,0
3167,msft,2018-07-24 13:21:37,0
3168,msft,2018-07-24 13:21:27,-0.0619047619
3169,msft,2018-07-24 13:21:24,-0.0619047619
3170,msft,2018-07-24 13:20:51,0
3171,msft,2018-07-24 13:20:41,0
3172,msft,2018-07-24 13:19:45,0
3173,msft,2018-07-24 13:19:45,0
3174,msft,2018-07-24 13:18:04,0
3175,msft,2018-07-24 13:17:29,0.4
3176,msft,2018-07-24 13:16:30,0
3177,msft,2018-07-24 13:15:45,0.1875
3178,msft,2018-07-24 13:13:30,0
3179,msft,2018-07-24 13:12:54,0
3180,msft,2018-07-24 13:12:49,0
3181,msft,2018-07-24 13:12:00,0
3182,msft,2018-07-24 13:11:40,-0.05
3183,msft,2018-07-24 13:11:22,0.5333333333
3184,msft,2018-07-24 13:11:17,0.2
3185,msft,2018-07-24 13:10:52,0.5
3186,msft,2018-07-24 13:10:50,0.225
3187,msft,2018-07-24 13:09:30,0.5
3188,msft,2018-07-24 13:09:28,0.5136363636
3189,msft,2018-07-24 13:07:00,0
3190,msft,2018-07-24 13:06:26,0
3191,msft,2018-07-24 13:05:02,0.5
3192,msft,2018-07-24 13:04:49,0
3193,msft,2018-07-24 13:04:41,-0.0397727273
3194,msft,2018-07-24 13:04:28,0
3195,msft,2018-07-24 13:03:31,0
3196,msft,2018-07-24 13:03:25,0
3197,msft,2018-07-24 13:03:00,0
3198,msft,2018-07-24 13:02:33,0.4666666667
3199,msft,2018-07-24 13:02:27,0.1363636364
3200,msft,2018-07-24 13:01:55,0
3201,msft,2018-07-24 13:01:31,0
3202,msft,2018-07-24 13:01:14,0.0681818182
3203,msft,2018-07-24 13:01:00,0.2444444444
3204,msft,2018-07-24 13:00:55,0
3205,msft,2018-07-24 13:00:48,0.0333333333
3206,msft,2018-07-24 13:00:23,0
3207,msft,2018-07-24 13:00:22,1
3208,msft,2018-07-24 13:00:18,0
3209,msft,2018-07-24 13:00:02,0
3210,msft,2018-07-24 13:00:02,0
3211,msft,2018-07-24 13:00:01,0.1
3212,msft,2018-07-24 12:59:43,0.5
3213,msft,2018-07-24 12:58:37,0.2272727273
3214,msft,2018-07-24 12:58:14,0
3215,msft,2018-07-24 12:57:00,0.0375
3216,msft,2018-07-24 12:56:43,0
3217,msft,2018-07-24 12:55:01,0.6
3218,msft,2018-07-24 12:55:00,0
3219,msft,2018-07-24 12:54:55,0
3220,msft,2018-07-24 12:53:29,0
3221,msft,2018-07-24 12:49:18,0
3222,msft,2018-07-24 12:48:25,0
3223,msft,2018-07-24 12:48:25,0.2
3224,msft,2018-07-24 12:47:28,0
3225,msft,2018-07-24 12:45:27,0
3226,msft,2018-07-24 12:43:26,0
3227,msft,2018-07-24 12:43:19,-0.1
3228,msft,2018-07-24 12:43:00,0.1
3229,msft,2018-07-24 12:42:54,1
3230,msft,2018-07-24 12:42:03,0
3231,msft,2018-07-24 12:42:00,0
3232,msft,2018-07-24 12:40:53,0
3233,msft,2018-07-24 12:40:00,0.35
3234,msft,2018-07-24 12:39:27,0.35
3235,msft,2018-07-24 12:37:46,0
3236,msft,2018-07-24 12:37:18,0
3237,msft,2018-07-24 12:37:10,-0.3333333333
3238,msft,2018-07-24 12:37:00,0
3239,msft,2018-07-24 12:35:13,0.25
3240,msft,2018-07-24 12:35:00,0
3241,msft,2018-07-24 12:34:26,0
3242,msft,2018-07-24 12:33:10,0.55
3243,msft,2018-07-24 12:32:56,0
3244,msft,2018-07-24 12:27:26,0
3245,msft,2018-07-24 12:26:25,0
3246,msft,2018-07-24 12:26:00,0.25
3247,msft,2018-07-24 12:25:47,-0.1
3248,msft,2018-07-24 12:25:29,0
3249,msft,2018-07-24 12:25:18,-0.1666666667
3250,msft,2018-07-24 12:25:17,0
3251,msft,2018-07-24 12:25:00,0
3252,msft,2018-07-24 12:23:56,0
3253,msft,2018-07-24 12:22:08,0
3254,msft,2018-07-24 12:22:00,0
3255,msft,2018-07-24 12:19:31,1
3256,msft,2018-07-24 12:18:34,0.275
3257,msft,2018-07-24 12:15:52,0
3258,msft,2018-07-24 12:14:28,0.875
3259,msft,2018-07-24 12:14:24,0
3260,msft,2018-07-24 12:13:27, out fast IQ I rode up to the high $30's &amp
3261,msft,2018-07-24 12:13:24,0
3262,msft,2018-07-24 12:12:50,-0.25
3263,msft,2018-07-24 12:11:17,-0.3
3264,msft,2018-07-24 12:07:16,0.0075396825
3265,msft,2018-07-24 12:06:28,0
3266,msft,2018-07-24 12:06:00,0
3267,msft,2018-07-24 12:06:00,0
3268,msft,2018-07-24 12:05:28,0
3269,msft,2018-07-24 12:02:54,0
3270,msft,2018-07-24 12:00:29, a Thoughtful #Allergan Article But Neglects GAAP! $acad $amzn $brk $baba $crm $cmg $dis $drys $esrx $endp… 
3271,msft,2018-07-24 12:00:06,0.5
3272,msft,2018-07-24 12:00:05,0
3273,msft,2018-07-24 12:00:01,0
3274,msft,2018-07-24 12:00:00,0
3275,msft,2018-07-24 11:58:26,-0.0333333333
3276,msft,2018-07-24 11:58:25,0.25
3277,msft,2018-07-24 11:57:42,0.5
3278,msft,2018-07-24 11:56:00,0
3279,msft,2018-07-24 11:54:28,0
3280,msft,2018-07-24 11:53:17,-0.2166666667
3281,msft,2018-07-24 11:53:11,0.6875
3282,msft,2018-07-24 11:53:05,-0.4
3283,msft,2018-07-24 11:53:00,0
3284,msft,2018-07-24 11:49:05,0
3285,msft,2018-07-24 11:48:00,0
3286,msft,2018-07-24 11:46:29,0
3287,msft,2018-07-24 11:45:33,0
3288,msft,2018-07-24 11:43:04,0.35
3289,msft,2018-07-24 11:42:49,0
3290,msft,2018-07-24 11:40:32,0.55
3291,msft,2018-07-24 11:39:57,0.1481818182
3292,msft,2018-07-24 11:39:24,0
3293,msft,2018-07-24 11:38:34,0
3294,msft,2018-07-24 11:35:00,0
3295,msft,2018-07-24 11:33:57,0.45
3296,msft,2018-07-24 11:33:29,0.3
3297,msft,2018-07-24 11:33:04,0
3298,msft,2018-07-24 11:32:50,0.8
3299,msft,2018-07-24 11:32:36,0
3300,msft,2018-07-24 11:31:04,0.1363636364
3301,msft,2018-07-24 11:30:01,0
3302,msft,2018-07-24 11:29:45,0.05
3303,msft,2018-07-24 11:27:55,0.1428571429
3304,msft,2018-07-24 11:27:36,0.5
3305,msft,2018-07-24 11:27:19,0
3306,msft,2018-07-24 11:26:57,0
3307,msft,2018-07-24 11:23:28,0
3308,msft,2018-07-24 11:22:20,0
3309,msft,2018-07-24 11:21:29,0
3310,msft,2018-07-24 11:18:52,0
3311,msft,2018-07-24 11:16:53,0
3312,msft,2018-07-24 11:15:45,0
3313,msft,2018-07-24 11:15:00,0
3314,msft,2018-07-24 11:14:54,0
3315,msft,2018-07-24 11:14:27,0
3316,msft,2018-07-24 11:12:28,0.5
3317,msft,2018-07-24 11:11:00,0
3318,msft,2018-07-24 11:09:54,0.35
3319,msft,2018-07-24 11:09:29,0
3320,msft,2018-07-24 11:09:00,0
3321,msft,2018-07-24 11:08:31,0
3322,msft,2018-07-24 11:05:24,0
3323,msft,2018-07-24 11:04:12,0
3324,msft,2018-07-24 11:00:02,0.25
3325,msft,2018-07-24 11:00:01,0
3326,msft,2018-07-24 11:00:01,0
3327,msft,2018-07-24 11:00:01,0
3328,msft,2018-07-24 11:00:01,0
3329,msft,2018-07-24 11:00:01,0
3330,msft,2018-07-24 11:00:01,0
3331,msft,2018-07-24 11:00:01,0
3332,msft,2018-07-24 11:00:01,0
3333,msft,2018-07-24 11:00:01,0
3334,msft,2018-07-24 10:58:18,-0.15
3335,msft,2018-07-24 10:58:00,0
3336,msft,2018-07-24 10:57:27,0.4
3337,msft,2018-07-24 10:56:21,0
3338,msft,2018-07-24 10:51:34, Johnson and Microsoft are the only two. Better credit rating than our own government.. $JNJ $MSFT 
3339,msft,2018-07-24 10:50:40,0
3340,msft,2018-07-24 10:47:10, Micron Products announce multi-year US Military design win:  -&gt
3341,msft,2018-07-24 10:46:32,0
3342,msft,2018-07-24 10:45:31,0
3343,msft,2018-07-24 10:44:57,0
3344,msft,2018-07-24 10:41:47,0
3345,msft,2018-07-24 10:41:37,0
3346,msft,2018-07-24 10:40:24,0
3347,msft,2018-07-24 10:40:13,0
3348,msft,2018-07-24 10:40:04,0
3349,msft,2018-07-24 10:36:34,0.0666666667
3350,msft,2018-07-24 10:34:35,0
3351,msft,2018-07-24 10:30:00,0
3352,msft,2018-07-24 10:27:33,0
3353,msft,2018-07-24 10:27:22,0.5
3354,msft,2018-07-24 10:26:48,0
3355,msft,2018-07-24 10:24:55,0.1
3356,msft,2018-07-24 10:22:37,0
